hour,day_of_week,day_of_year,temperature_c,demand
6,0,183,19.3,32978.0
7,0,183,19.1,30736.0
8,0,183,18.3,28251.0
9,0,183,17.6,26610.0
10,0,183,17.1,25130.0
11,0,183,16.6,23940.0
12,0,183,16.2,23774.0
13,0,183,16.6,23568.0
14,0,183,16.7,24108.0
15,0,183,18.6,25946.0
16,0,183,21.2,28696.0
17,0,183,24.0,31281.0
18,0,183,27.1,31293.0
19,0,183,29.8,30731.0
20,0,183,31.3,30119.0
21,0,183,31.7,30427.0
22,0,183,31.1,30748.0
23,0,183,30.5,32163.0
0,1,184,29.4,34240.0
1,1,184,26.6,36113.0
2,1,184,24.3,38024.0
3,1,184,21.6,38956.0
4,1,184,19.9,38457.0
5,1,184,19.4,37259.0
6,1,184,19.0,35781.0
7,1,184,18.5,33014.0
8,1,184,17.7,30269.0
9,1,184,17.0,28633.0
10,1,184,16.4,27675.0
11,1,184,16.0,27000.0
12,1,184,15.8,26215.0
13,1,184,16.2,25908.0
14,1,184,16.3,26162.0
15,1,184,16.9,27437.0
16,1,184,18.6,29734.0
17,1,184,21.6,31254.0
18,1,184,24.9,30825.0
19,1,184,28.4,30340.0
20,1,184,30.7,30842.0
21,1,184,31.1,31571.0
22,1,184,30.2,32835.0
23,1,184,29.2,34832.0
0,2,185,27.7,36844.0
1,2,185,27.6,38509.0
2,2,185,24.8,40599.0
3,2,185,21.1,41428.0
4,2,185,19.4,41063.0
5,2,185,18.8,39776.0
6,2,185,18.4,38217.0
7,2,185,18.0,35339.0
8,2,185,17.6,32546.0
9,2,185,17.0,30593.0
10,2,185,16.6,28728.0
11,2,185,16.1,27650.0
12,2,185,15.8,27250.0
13,2,185,15.7,26972.0
14,2,185,16.0,27200.0
15,2,185,18.4,28137.0
16,2,185,21.5,30484.0
17,2,185,24.6,32275.0
18,2,185,27.0,32564.0
19,2,185,29.0,32433.0
20,2,185,30.0,33401.0
21,2,185,29.9,34237.0
22,2,185,29.4,35745.0
23,2,185,28.1,37628.0
0,3,186,26.0,39555.0
1,3,186,24.9,40991.0
2,3,186,22.6,42141.0
3,3,186,20.1,42598.0
4,3,186,18.5,41684.0
5,3,186,17.9,40144.0
6,3,186,17.8,38435.0
7,3,186,17.4,35678.0
8,3,186,17.0,33127.0
9,3,186,16.7,30701.0
10,3,186,16.2,28724.0
11,3,186,15.9,27193.0
12,3,186,15.8,26025.0
13,3,186,15.7,25484.0
14,3,186,16.2,25355.0
15,3,186,18.4,25890.0
16,3,186,21.1,29003.0
17,3,186,23.8,29992.0
18,3,186,26.0,29852.0
19,3,186,27.8,29974.0
20,3,186,29.1,29862.0
21,3,186,29.3,30292.0
22,3,186,28.9,31883.0
23,3,186,28.3,33076.0
0,4,187,27.1,34618.0
1,4,187,25.7,36111.0
2,4,187,23.7,37406.0
3,4,187,22.2,38211.0
4,4,187,20.7,37733.0
5,4,187,19.7,36228.0
6,4,187,19.2,34660.0
7,4,187,18.8,33114.0
8,4,187,18.1,31122.0
9,4,187,17.6,30633.0
10,4,187,17.4,29020.0
11,4,187,17.2,27253.0
12,4,187,16.9,25943.0
13,4,187,16.7,25130.0
14,4,187,17.9,25514.0
15,4,187,18.8,26374.0
16,4,187,20.2,29234.0
17,4,187,23.8,30313.0
18,4,187,28.7,30408.0
19,4,187,33.0,30528.0
20,4,187,34.7,31495.0
21,4,187,33.6,32823.0
22,4,187,32.9,34332.0
23,4,187,32.9,36406.0
0,5,188,32.6,38531.0
1,5,188,29.5,40225.0
2,5,188,27.6,41565.0
3,5,188,25.8,42126.0
4,5,188,24.4,41502.0
5,5,188,23.1,40100.0
6,5,188,21.6,38511.0
7,5,188,20.6,35841.0
8,5,188,20.0,33623.0
9,5,188,19.4,31050.0
10,5,188,18.8,28933.0
11,5,188,18.5,27229.0
12,5,188,18.0,26306.0
13,5,188,18.2,25514.0
14,5,188,18.4,25301.0
15,5,188,18.8,25598.0
16,5,188,20.1,28184.0
17,5,188,22.5,29581.0
18,5,188,25.3,29713.0
19,5,188,28.1,30195.0
20,5,188,30.8,29654.0
21,5,188,32.1,30162.0
22,5,188,32.4,31813.0
23,5,188,31.2,34005.0
0,6,189,29.7,35975.0
1,6,189,29.5,37930.0
2,6,189,27.6,39678.0
3,6,189,25.5,40642.0
4,6,189,23.9,40419.0
5,6,189,22.5,39102.0
6,6,189,21.6,37565.0
7,6,189,20.6,34965.0
8,6,189,19.8,32659.0
9,6,189,19.6,30353.0
10,6,189,19.2,28426.0
11,6,189,18.8,26799.0
12,6,189,18.2,25909.0
13,6,189,18.6,25247.0
14,6,189,18.6,24784.0
15,6,189,19.3,24737.0
16,6,189,20.6,27047.0
17,6,189,23.3,29097.0
18,6,189,25.9,29046.0
19,6,189,28.7,28734.0
20,6,189,30.6,29304.0
21,6,189,31.3,29752.0
22,6,189,31.1,30807.0
23,6,189,30.0,32146.0
0,0,190,28.5,33932.0
1,0,190,27.1,35830.0
2,0,190,25.0,37861.0
3,0,190,22.8,39261.0
4,0,190,21.1,38988.0
5,0,190,20.2,37854.0
6,0,190,19.3,36537.0
7,0,190,18.6,34062.0
8,0,190,18.1,31440.0
9,0,190,17.6,29759.0
10,0,190,17.2,28179.0
11,0,190,16.8,27652.0
12,0,190,16.6,26824.0
13,0,190,17.7,26806.0
14,0,190,17.4,26616.0
15,0,190,17.6,27686.0
16,0,190,20.1,30815.0
17,0,190,23.2,32928.0
18,0,190,26.7,32810.0
19,0,190,29.1,33140.0
20,0,190,29.2,32228.0
21,0,190,28.8,32678.0
22,0,190,28.2,33811.0
23,0,190,27.8,35556.0
0,1,191,27.1,37186.0
1,1,191,25.6,38939.0
2,1,191,23.4,40603.0
3,1,191,21.0,41249.0
4,1,191,19.5,40453.0
5,1,191,18.8,38954.0
6,1,191,18.6,37329.0
7,1,191,18.2,34654.0
8,1,191,18.0,32048.0
9,1,191,17.7,29915.0
10,1,191,17.3,28436.0
11,1,191,16.9,26968.0
12,1,191,16.4,26271.0
13,1,191,15.7,25970.0
14,1,191,16.0,26713.0
15,1,191,16.9,28275.0
16,1,191,19.8,31441.0
17,1,191,22.9,33612.0
18,1,191,26.5,33351.0
19,1,191,29.8,33158.0
20,1,191,32.4,32329.0
21,1,191,33.3,32545.0
22,1,191,32.9,33809.0
23,1,191,32.1,35271.0
0,2,192,29.9,37098.0
1,2,192,25.9,38950.0
2,2,192,24.1,40165.0
3,2,192,22.2,40913.0
4,2,192,20.7,40085.0
5,2,192,19.8,38942.0
6,2,192,19.7,37530.0
7,2,192,19.6,34831.0
8,2,192,18.8,31959.0
9,2,192,19.1,30559.0
10,2,192,18.4,28712.0
11,2,192,17.8,27191.0
12,2,192,17.3,26410.0
13,2,192,16.8,26254.0
14,2,192,17.1,26625.0
15,2,192,19.6,28474.0
16,2,192,22.4,31952.0
17,2,192,25.9,33769.0
18,2,192,29.3,34139.0
19,2,192,31.8,33866.0
20,2,192,33.6,33277.0
21,2,192,34.8,33203.0
22,2,192,35.2,34687.0
23,2,192,33.7,36565.0
0,3,193,31.5,39054.0
1,3,193,27.9,40959.0
2,3,193,26.4,42926.0
3,3,193,23.4,43417.0
4,3,193,21.1,42939.0
5,3,193,20.2,41564.0
6,3,193,19.7,40112.0
7,3,193,19.2,37046.0
8,3,193,18.7,33624.0
9,3,193,18.2,31396.0
10,3,193,18.1,30039.0
11,3,193,17.4,28436.0
12,3,193,16.3,27936.0
13,3,193,17.2,27924.0
14,3,193,17.5,28127.0
15,3,193,18.6,28604.0
16,3,193,21.1,31455.0
17,3,193,23.5,33303.0
18,3,193,26.2,33770.0
19,3,193,29.1,34030.0
20,3,193,31.6,34373.0
21,3,193,32.2,34829.0
22,3,193,31.2,36149.0
23,3,193,29.5,38317.0
0,4,194,27.6,40450.0
1,4,194,25.3,42089.0
2,4,194,23.2,43058.0
3,4,194,20.5,43602.0
4,4,194,19.4,43002.0
5,4,194,19.2,41740.0
6,4,194,18.8,40166.0
7,4,194,18.3,37129.0
8,4,194,17.9,34143.0
9,4,194,17.6,31839.0
10,4,194,17.0,30031.0
11,4,194,16.2,28473.0
12,4,194,16.1,28020.0
13,4,194,16.9,28313.0
14,4,194,16.7,27813.0
15,4,194,17.4,29125.0
16,4,194,19.7,31308.0
17,4,194,21.6,33412.0
18,4,194,23.8,33804.0
19,4,194,27.3,33947.0
20,4,194,29.0,33927.0
21,4,194,30.7,34364.0
22,4,194,29.0,34761.0
23,4,194,25.6,36267.0
0,5,195,24.4,37803.0
1,5,195,25.7,38509.0
2,5,195,25.9,39705.0
3,5,195,22.3,39709.0
4,5,195,19.5,38901.0
5,5,195,19.0,38197.0
6,5,195,20.4,37087.0
7,5,195,19.6,34716.0
8,5,195,19.0,32209.0
9,5,195,19.1,30367.0
10,5,195,18.6,28500.0
11,5,195,18.1,27235.0
12,5,195,17.0,26162.0
13,5,195,17.4,25703.0
14,5,195,18.0,25466.0
15,5,195,19.4,25602.0
16,5,195,21.1,26542.0
17,5,195,23.7,28886.0
18,5,195,27.1,29376.0
19,5,195,28.8,29615.0
20,5,195,29.6,29559.0
21,5,195,29.8,29410.0
22,5,195,30.9,30154.0
23,5,195,28.3,30988.0
0,6,196,28.1,32629.0
1,6,196,25.3,33206.0
2,6,196,22.3,34666.0
3,6,196,21.2,35833.0
4,6,196,20.2,35585.0
5,6,196,20.1,34806.0
6,6,196,20.3,33875.0
7,6,196,19.8,31995.0
8,6,196,19.8,29721.0
9,6,196,18.9,28223.0
10,6,196,18.3,26637.0
11,6,196,17.9,25384.0
12,6,196,17.8,24581.0
13,6,196,18.5,24073.0
14,6,196,18.5,23805.0
15,6,196,20.0,23827.0
16,6,196,21.8,24597.0
17,6,196,24.3,25553.0
18,6,196,26.3,26201.0
19,6,196,28.5,26172.0
20,6,196,29.7,25680.0
21,6,196,29.7,26513.0
22,6,196,28.6,27596.0
23,6,196,28.2,28775.0
0,0,197,27.1,29846.0
1,0,197,24.9,31671.0
2,0,197,23.3,33795.0
3,0,197,21.6,35290.0
4,0,197,20.5,35303.0
5,0,197,19.8,34761.0
6,0,197,19.4,33708.0
7,0,197,19.1,31664.0
8,0,197,18.6,29322.0
9,0,197,18.2,27457.0
10,0,197,18.0,26085.0
11,0,197,17.6,24937.0
12,0,197,17.2,24061.0
13,0,197,17.2,24088.0
14,0,197,17.7,24893.0
15,0,197,19.2,25966.0
16,0,197,21.0,28073.0
17,0,197,23.2,30312.0
18,0,197,25.8,30982.0
19,0,197,28.1,31597.0
20,0,197,29.4,31573.0
21,0,197,29.3,31119.0
22,0,197,28.8,31334.0
23,0,197,28.1,31359.0
0,1,198,26.7,33036.0
1,1,198,24.9,34455.0
2,1,198,23.6,36016.0
3,1,198,21.7,37290.0
4,1,198,20.2,37333.0
5,1,198,19.4,36699.0
6,1,198,19.0,35205.0
7,1,198,18.5,32913.0
8,1,198,17.9,30538.0
9,1,198,17.6,28628.0
10,1,198,17.5,26899.0
11,1,198,17.1,25830.0
12,1,198,16.6,25202.0
13,1,198,17.4,24981.0
14,1,198,17.9,25668.0
15,1,198,18.9,26641.0
16,1,198,20.9,28991.0
17,1,198,23.1,30586.0
18,1,198,25.4,31129.0
19,1,198,27.7,30845.0
20,1,198,29.0,30377.0
21,1,198,28.8,30076.0
22,1,198,28.6,30146.0
23,1,198,28.4,30742.0
0,2,199,27.7,32332.0
1,2,199,26.0,34010.0
2,2,199,24.4,35606.0
3,2,199,22.6,36665.0
4,2,199,21.0,36824.0
5,2,199,20.2,35620.0
6,2,199,19.5,34441.0
7,2,199,18.9,32292.0
8,2,199,18.4,29614.0
9,2,199,17.8,27998.0
10,2,199,17.8,26611.0
11,2,199,17.7,25399.0
12,2,199,17.4,25033.0
13,2,199,17.7,24859.0
14,2,199,18.1,25317.0
15,2,199,19.1,26575.0
16,2,199,20.6,28099.0
17,2,199,22.4,29656.0
18,2,199,24.8,29621.0
19,2,199,27.3,29801.0
20,2,199,29.6,29363.0
21,2,199,30.3,29335.0
22,2,199,30.7,29458.0
23,2,199,30.1,29707.0
0,3,200,29.0,31962.0
1,3,200,26.3,33989.0
2,3,200,24.3,35886.0
3,3,200,22.6,37114.0
4,3,200,21.0,37026.0
5,3,200,20.3,36231.0
6,3,200,19.7,35099.0
7,3,200,19.5,32783.0
8,3,200,19.3,30387.0
9,3,200,18.8,28763.0
10,3,200,18.4,27387.0
11,3,200,18.3,26195.0
12,3,200,18.3,25740.0
13,3,200,18.2,25397.0
14,3,200,18.9,25888.0
15,3,200,19.6,27166.0
16,3,200,21.4,28886.0
17,3,200,24.0,30933.0
18,3,200,27.2,30696.0
19,3,200,30.5,31873.0
20,3,200,31.5,31745.0
21,3,200,30.6,31371.0
22,3,200,30.5,32200.0
23,3,200,29.6,33657.0
0,4,201,28.5,35156.0
1,4,201,26.3,37009.0
2,4,201,24.4,38363.0
3,4,201,22.6,39279.0
4,4,201,21.3,39015.0
5,4,201,20.5,37949.0
6,4,201,20.0,36733.0
7,4,201,19.8,33835.0
8,4,201,19.5,31249.0
9,4,201,18.9,29930.0
10,4,201,18.4,28833.0
11,4,201,17.9,27856.0
12,4,201,17.6,27001.0
13,4,201,16.9,26714.0
14,4,201,17.0,26285.0
15,4,201,17.6,27007.0
16,4,201,20.0,29427.0
17,4,201,23.3,31236.0
18,4,201,27.0,31562.0
19,4,201,30.7,31557.0
20,4,201,33.2,32129.0
21,4,201,33.9,32600.0
22,4,201,33.1,33989.0
23,4,201,31.6,35790.0
0,5,202,30.2,37950.0
1,5,202,28.0,39304.0
2,5,202,25.8,40674.0
3,5,202,23.2,41418.0
4,5,202,21.4,40882.0
5,5,202,20.6,39544.0
6,5,202,19.9,37905.0
7,5,202,19.6,35218.0
8,5,202,19.2,32498.0
9,5,202,18.8,30523.0
10,5,202,18.3,28501.0
11,5,202,17.8,27145.0
12,5,202,17.4,26017.0
13,5,202,16.9,25443.0
14,5,202,17.3,25301.0
15,5,202,19.7,25713.0
16,5,202,22.6,27666.0
17,5,202,26.3,30052.0
18,5,202,30.9,30616.0
19,5,202,34.5,30809.0
20,5,202,35.9,30591.0
21,5,202,35.3,30918.0
22,5,202,34.4,31503.0
23,5,202,33.9,32918.0
0,6,203,32.9,34691.0
1,6,203,29.7,36118.0
2,6,203,27.7,37905.0
3,6,203,25.0,39059.0
4,6,203,23.3,38872.0
5,6,203,22.1,37658.0
6,6,203,21.3,36140.0
7,6,203,21.1,33694.0
8,6,203,20.9,31424.0
9,6,203,20.4,29536.0
10,6,203,19.6,27579.0
11,6,203,19.1,26169.0
12,6,203,18.8,25224.0
13,6,203,18.4,24442.0
14,6,203,18.8,24555.0
15,6,203,20.7,24223.0
16,6,203,23.1,25648.0
17,6,203,26.8,27891.0
18,6,203,30.1,28336.0
19,6,203,32.7,28442.0
20,6,203,34.0,28047.0
21,6,203,32.8,28345.0
22,6,203,32.0,28935.0
23,6,203,31.3,29778.0
0,0,204,30.7,31366.0
1,0,204,28.3,33241.0
2,0,204,26.6,34999.0
3,0,204,24.3,36651.0
4,0,204,23.1,36766.0
5,0,204,22.2,36006.0
6,0,204,21.4,34840.0
7,0,204,20.7,32550.0
8,0,204,20.3,30043.0
9,0,204,19.8,28486.0
10,0,204,19.4,26721.0
11,0,204,19.0,25751.0
12,0,204,18.5,25279.0
13,0,204,18.4,25183.0
14,0,204,19.3,25963.0
15,0,204,21.1,27354.0
16,0,204,23.7,30360.0
17,0,204,27.0,32403.0
18,0,204,30.0,33363.0
19,0,204,31.7,33926.0
20,0,204,32.1,34038.0
21,0,204,31.4,34801.0
22,0,204,31.3,35972.0
23,0,204,30.6,37332.0
0,1,205,29.6,39587.0
1,1,205,27.3,40955.0
2,1,205,24.9,42682.0
3,1,205,23.0,43010.0
4,1,205,22.1,42390.0
5,1,205,21.3,40959.0
6,1,205,20.8,39303.0
7,1,205,20.4,36070.0
8,1,205,20.1,33092.0
9,1,205,19.9,31061.0
10,1,205,19.4,29275.0
11,1,205,19.0,28447.0
12,1,205,19.0,27780.0
13,1,205,19.6,27642.0
14,1,205,20.0,28122.0
15,1,205,21.4,29217.0
16,1,205,23.7,32532.0
17,1,205,26.8,34989.0
18,1,205,30.0,35634.0
19,1,205,31.4,36423.0
20,1,205,32.2,36591.0
21,1,205,32.7,37308.0
22,1,205,32.0,38298.0
23,1,205,30.7,39856.0
0,2,206,29.3,41576.0
1,2,206,28.0,42877.0
2,2,206,25.1,44094.0
3,2,206,23.4,44561.0
4,2,206,22.6,43536.0
5,2,206,21.8,42297.0
6,2,206,21.1,40730.0
7,2,206,21.1,37838.0
8,2,206,20.6,34868.0
9,2,206,20.2,32523.0
10,2,206,19.9,30917.0
11,2,206,19.9,29491.0
12,2,206,19.6,28872.0
13,2,206,19.5,28124.0
14,2,206,20.0,28298.0
15,2,206,22.1,29679.0
16,2,206,24.4,32690.0
17,2,206,26.8,35053.0
18,2,206,29.7,35893.0
19,2,206,32.1,36956.0
20,2,206,33.1,37353.0
21,2,206,33.0,38129.0
22,2,206,32.5,39951.0
23,2,206,31.6,40638.0
0,3,207,30.0,42275.0
1,3,207,28.0,43091.0
2,3,207,26.1,44152.0
3,3,207,24.3,44673.0
4,3,207,22.8,43425.0
5,3,207,21.9,42231.0
6,3,207,21.7,40692.0
7,3,207,21.6,37649.0
8,3,207,21.3,34544.0
9,3,207,20.9,32314.0
10,3,207,20.7,30520.0
11,3,207,20.3,29399.0
12,3,207,19.9,28561.0
13,3,207,19.6,27947.0
14,3,207,19.7,28381.0
15,3,207,21.1,29029.0
16,3,207,23.7,31963.0
17,3,207,27.1,35150.0
18,3,207,30.8,36118.0
19,3,207,33.9,37766.0
20,3,207,35.5,38122.0
21,3,207,35.8,38301.0
22,3,207,34.6,38800.0
23,3,207,33.4,40058.0
0,4,208,31.4,41505.0
1,4,208,29.4,43126.0
2,4,208,27.1,44232.0
3,4,208,24.4,44727.0
4,4,208,22.9,43584.0
5,4,208,21.8,41832.0
6,4,208,21.2,40094.0
7,4,208,20.9,37021.0
8,4,208,20.1,34021.0
9,4,208,19.4,31875.0
10,4,208,19.2,30125.0
11,4,208,19.0,29034.0
12,4,208,18.5,28297.0
13,4,208,18.1,28006.0
14,4,208,19.1,27832.0
15,4,208,20.7,28618.0
16,4,208,23.1,30760.0
17,4,208,26.4,33417.0
18,4,208,29.8,33760.0
19,4,208,32.7,34246.0
20,4,208,34.1,34357.0
21,4,208,33.2,35002.0
22,4,208,32.7,35949.0
23,4,208,32.8,36899.0
0,5,209,32.0,38140.0
1,5,209,28.9,39031.0
2,5,209,26.1,39733.0
3,5,209,23.6,40013.0
4,5,209,22.2,38959.0
5,5,209,21.5,37374.0
6,5,209,21.0,35814.0
7,5,209,20.5,33363.0
8,5,209,20.0,30733.0
9,5,209,19.4,29011.0
10,5,209,18.7,27318.0
11,5,209,18.1,26006.0
12,5,209,17.6,25021.0
13,5,209,16.7,24381.0
14,5,209,16.7,24275.0
15,5,209,17.4,24117.0
16,5,209,20.0,25244.0
17,5,209,22.8,27949.0
18,5,209,26.1,28490.0
19,5,209,29.1,27965.0
20,5,209,31.0,28197.0
21,5,209,30.8,27121.0
22,5,209,30.1,26795.0
23,5,209,29.1,26738.0
0,6,210,28.2,28062.0
1,6,210,26.2,29448.0
2,6,210,24.0,31182.0
3,6,210,21.6,32202.0
4,6,210,20.4,32220.0
5,6,210,19.5,31722.0
6,6,210,18.7,30898.0
7,6,210,18.1,29076.0
8,6,210,17.6,27367.0
9,6,210,17.1,25944.0
10,6,210,16.6,24731.0
11,6,210,16.2,23692.0
12,6,210,16.1,22843.0
13,6,210,15.2,22760.0
14,6,210,15.2,22837.0
15,6,210,16.7,22692.0
16,6,210,19.3,24195.0
17,6,210,22.3,25632.0
18,6,210,25.6,25496.0
19,6,210,27.9,25210.0
20,6,210,28.6,24588.0
21,6,210,28.9,24298.0
22,6,210,28.8,24091.0
23,6,210,27.9,24489.0
0,0,211,27.0,25962.0
1,0,211,25.7,28167.0
2,0,211,23.8,30634.0
3,0,211,21.1,32182.0
4,0,211,19.5,32379.0
5,0,211,18.7,31927.0
6,0,211,18.0,30892.0
7,0,211,17.4,28927.0
8,0,211,16.9,27064.0
9,0,211,16.4,25781.0
10,0,211,15.8,24525.0
11,0,211,15.6,23575.0
12,0,211,15.1,22853.0
13,0,211,14.7,23039.0
14,0,211,15.0,24027.0
15,0,211,16.9,25044.0
16,0,211,19.6,26986.0
17,0,211,22.8,29438.0
18,0,211,26.2,29703.0
19,0,211,28.2,29658.0
20,0,211,28.7,29107.0
21,0,211,28.3,28805.0
22,0,211,27.8,28562.0
23,0,211,27.5,29291.0
0,1,212,27.1,31086.0
1,1,212,26.4,32615.0
2,1,212,24.3,34260.0
3,1,212,21.4,35321.0
4,1,212,19.7,35111.0
5,1,212,18.9,34274.0
6,1,212,18.1,33199.0
7,1,212,17.4,31168.0
8,1,212,17.0,29077.0
9,1,212,16.5,27000.0
10,1,212,15.7,25736.0
11,1,212,15.0,24607.0
12,1,212,14.6,24061.0
13,1,212,15.0,24072.0
14,1,212,15.3,24945.0
15,1,212,16.6,25861.0
16,1,212,19.4,27301.0
17,1,212,22.6,29958.0
18,1,212,26.2,30525.0
19,1,212,29.0,30040.0
20,1,212,30.2,30212.0
21,1,212,30.0,29756.0
22,1,212,29.6,29495.0
23,1,212,28.9,30457.0
0,2,213,28.3,31940.0
1,2,213,26.0,33681.0
2,2,213,23.3,35067.0
3,2,213,20.4,36115.0
4,2,213,19.1,35781.0
5,2,213,18.4,34902.0
6,2,213,17.7,33738.0
7,2,213,17.0,31424.0
8,2,213,16.6,29325.0
9,2,213,16.3,27670.0
10,2,213,15.8,26085.0
11,2,213,15.4,25115.0
12,2,213,15.2,24415.0
13,2,213,15.6,24327.0
14,2,213,15.7,24976.0
15,2,213,16.6,25923.0
16,2,213,19.3,28319.0
17,2,213,22.2,30879.0
18,2,213,25.1,31278.0
19,2,213,28.0,31098.0
20,2,213,30.0,30985.0
21,2,213,30.1,30847.0
22,2,213,29.4,31444.0
23,2,213,28.2,32104.0
0,3,214,27.1,33920.0
1,3,214,25.8,35329.0
2,3,214,22.9,37120.0
3,3,214,20.6,38344.0
4,3,214,19.4,38019.0
5,3,214,18.7,36967.0
6,3,214,18.0,35172.0
7,3,214,17.0,32727.0
8,3,214,16.3,30202.0
9,3,214,16.1,28604.0
10,3,214,15.7,27121.0
11,3,214,15.1,25970.0
12,3,214,14.8,25381.0
13,3,214,15.7,25402.0
14,3,214,16.0,25882.0
15,3,214,17.6,26600.0
16,3,214,19.6,28533.0
17,3,214,23.1,31290.0
18,3,214,27.2,32088.0
19,3,214,30.5,31746.0
20,3,214,30.7,32252.0
21,3,214,28.6,31925.0
22,3,214,27.3,32303.0
23,3,214,27.6,33141.0
0,4,215,26.9,35581.0
1,4,215,25.3,37351.0
2,4,215,24.1,38690.0
3,4,215,21.4,39147.0
4,4,215,20.4,38409.0
5,4,215,20.2,37488.0
6,4,215,19.6,36104.0
7,4,215,19.3,33586.0
8,4,215,19.3,31024.0
9,4,215,19.1,29101.0
10,4,215,18.8,27615.0
11,4,215,18.6,26980.0
12,4,215,18.4,26456.0
13,4,215,19.4,25923.0
14,4,215,19.5,26249.0
15,4,215,21.8,27292.0
16,4,215,24.4,29023.0
17,4,215,27.9,31346.0
18,4,215,30.0,31791.0
19,4,215,31.6,33033.0
20,4,215,32.5,34074.0
21,4,215,33.1,35720.0
22,4,215,33.4,36608.0
23,4,215,31.7,37881.0
0,5,216,29.8,39628.0
1,5,216,29.8,40560.0
2,5,216,27.6,40473.0
3,5,216,24.7,39852.0
4,5,216,23.3,38255.0
5,5,216,22.0,37510.0
6,5,216,21.8,36262.0
7,5,216,21.2,33793.0
8,5,216,20.7,31572.0
9,5,216,19.7,29541.0
10,5,216,19.1,27996.0
11,5,216,18.7,26593.0
12,5,216,18.5,25992.0
13,5,216,18.1,25228.0
14,5,216,18.2,25064.0
15,5,216,20.4,25232.0
16,5,216,23.3,27850.0
17,5,216,27.0,30075.0
18,5,216,30.9,30583.0
19,5,216,33.9,31161.0
20,5,216,35.5,31103.0
21,5,216,34.7,31196.0
22,5,216,32.8,32126.0
23,5,216,31.3,33361.0
0,6,217,30.0,35807.0
1,6,217,29.7,37281.0
2,6,217,26.8,38807.0
3,6,217,23.9,39811.0
4,6,217,22.2,39023.0
5,6,217,21.1,37649.0
6,6,217,20.2,35947.0
7,6,217,20.0,33449.0
8,6,217,19.5,31004.0
9,6,217,18.9,28701.0
10,6,217,18.9,27121.0
11,6,217,18.4,25549.0
12,6,217,18.1,24412.0
13,6,217,17.0,24032.0
14,6,217,17.0,24122.0
15,6,217,19.5,23679.0
16,6,217,22.8,26283.0
17,6,217,26.6,28252.0
18,6,217,30.4,27858.0
19,6,217,33.4,27593.0
20,6,217,34.0,27499.0
21,6,217,33.4,28481.0
22,6,217,32.7,29522.0
23,6,217,32.2,31699.0
0,0,218,31.3,34086.0
1,0,218,28.9,36125.0
2,0,218,25.7,38096.0
3,0,218,23.1,39125.0
4,0,218,21.8,38589.0
5,0,218,20.9,37345.0
6,0,218,20.4,35900.0
7,0,218,20.4,33310.0
8,0,218,20.2,30708.0
9,0,218,19.7,29076.0
10,0,218,18.9,27675.0
11,0,218,18.7,27036.0
12,0,218,18.6,26538.0
13,0,218,18.2,25935.0
14,0,218,18.4,25707.0
15,0,218,20.9,27042.0
16,0,218,24.1,30465.0
17,0,218,28.2,33589.0
18,0,218,32.9,33504.0
19,0,218,36.3,33910.0
20,0,218,36.4,33955.0
21,0,218,33.7,34368.0
22,0,218,32.6,35743.0
23,0,218,32.0,37038.0
0,1,219,31.4,39279.0
1,1,219,30.3,40299.0
2,1,219,27.1,41888.0
3,1,219,24.4,42281.0
4,1,219,22.3,41181.0
5,1,219,21.4,39787.0
6,1,219,21.7,37878.0
7,1,219,21.1,34986.0
8,1,219,20.2,32194.0
9,1,219,19.3,30262.0
10,1,219,18.8,29359.0
11,1,219,18.5,28294.0
12,1,219,18.1,27180.0
13,1,219,19.0,26809.0
14,1,219,19.3,27099.0
15,1,219,20.7,27681.0
16,1,219,22.9,30412.0
17,1,219,25.8,32070.0
18,1,219,29.4,32703.0
19,1,219,33.6,33391.0
20,1,219,37.0,33811.0
21,1,219,38.3,34729.0
22,1,219,34.2,35588.0
23,1,219,31.0,37467.0
0,2,220,29.8,39691.0
1,2,220,28.9,41350.0
2,2,220,27.5,42701.0
3,2,220,25.6,43106.0
4,2,220,24.0,42142.0
5,2,220,22.6,40948.0
6,2,220,21.9,38973.0
7,2,220,21.3,35938.0
8,2,220,20.8,33071.0
9,2,220,20.5,30913.0
10,2,220,20.5,28889.0
11,2,220,19.9,27383.0
12,2,220,19.3,26816.0
13,2,220,19.4,27065.0
14,2,220,19.4,27851.0
15,2,220,20.9,28203.0
16,2,220,23.2,30400.0
17,2,220,25.2,33409.0
18,2,220,27.9,34386.0
19,2,220,30.4,34945.0
20,2,220,32.2,35342.0
21,2,220,33.0,35797.0
22,2,220,33.0,36482.0
23,2,220,31.5,37480.0
0,3,221,29.2,39268.0
1,3,221,27.2,39851.0
2,3,221,25.1,40460.0
3,3,221,23.4,40645.0
4,3,221,22.4,39814.0
5,3,221,21.9,38728.0
6,3,221,21.6,37072.0
7,3,221,21.1,34363.0
8,3,221,20.6,31702.0
9,3,221,20.0,29518.0
10,3,221,19.5,27824.0
11,3,221,19.0,26510.0
12,3,221,18.5,25762.0
13,3,221,19.0,25652.0
14,3,221,19.5,26143.0
15,3,221,20.8,27288.0
16,3,221,22.7,29174.0
17,3,221,24.5,31183.0
18,3,221,27.1,31714.0
19,3,221,29.2,32100.0
20,3,221,30.4,32364.0
21,3,221,30.4,32369.0
22,3,221,29.5,32230.0
23,3,221,28.3,33492.0
0,4,222,27.2,35008.0
