hour,day_of_week,day_of_year,temperature_c,demand
5,1,259,22.1,35693.0
6,1,259,21.1,33663.0
7,1,259,20.4,31141.0
8,1,259,20.1,28672.0
9,1,259,19.7,27218.0
10,1,259,19.2,25789.0
11,1,259,19.0,25204.0
12,1,259,19.1,24795.0
13,1,259,18.2,24062.0
14,1,259,18.1,24816.0
15,1,259,20.4,26560.0
16,1,259,24.1,28279.0
17,1,259,27.3,32180.0
18,1,259,30.1,33779.0
19,1,259,32.2,33305.0
20,1,259,32.5,33720.0
21,1,259,34.9,34057.0
22,1,259,35.0,35425.0
23,1,259,34.5,37359.0
0,2,260,32.9,39305.0
1,2,260,29.6,40540.0
2,2,260,27.6,40961.0
3,2,260,26.2,40158.0
4,2,260,25.4,38910.0
5,2,260,23.6,37587.0
6,2,260,23.6,35579.0
7,2,260,23.4,32991.0
8,2,260,22.7,30338.0
9,2,260,22.2,28882.0
10,2,260,22.1,27402.0
11,2,260,21.9,26553.0
12,2,260,21.7,26046.0
13,2,260,22.0,25905.0
14,2,260,22.2,25821.0
15,2,260,25.9,27607.0
16,2,260,27.5,29224.0
17,2,260,28.3,32769.0
18,2,260,30.3,34522.0
19,2,260,31.8,35532.0
20,2,260,33.7,35932.0
21,2,260,33.2,37005.0
22,2,260,32.4,37250.0
23,2,260,31.2,38314.0
0,3,261,28.4,39337.0
1,3,261,23.7,39236.0
2,3,261,23.2,38341.0
3,3,261,22.2,37262.0
4,3,261,21.7,36594.0
5,3,261,21.9,35263.0
6,3,261,22.2,33982.0
7,3,261,22.6,32228.0
8,3,261,22.8,29936.0
9,3,261,22.7,28680.0
10,3,261,21.8,27648.0
11,3,261,21.4,27017.0
12,3,261,21.2,26477.0
13,3,261,21.2,25952.0
14,3,261,20.7,26428.0
15,3,261,21.1,27887.0
16,3,261,22.0,28993.0
17,3,261,23.6,29931.0
18,3,261,25.5,31041.0
19,3,261,26.4,31739.0
20,3,261,27.4,32969.0
21,3,261,24.6,33523.0
22,3,261,25.8,33756.0
23,3,261,25.6,33506.0
0,4,262,24.8,34691.0
1,4,262,25.1,34467.0
2,4,262,23.6,34186.0
3,4,262,23.0,34055.0
4,4,262,22.4,33816.0
5,4,262,22.1,33062.0
6,4,262,22.1,32208.0
7,4,262,21.9,30579.0
8,4,262,21.6,28681.0
9,4,262,21.3,27282.0
10,4,262,21.4,25829.0
11,4,262,21.1,24857.0
12,4,262,20.9,24551.0
13,4,262,20.6,24176.0
14,4,262,20.5,24997.0
15,4,262,21.0,26598.0
16,4,262,22.3,27667.0
17,4,262,23.9,28523.0
18,4,262,25.2,29904.0
19,4,262,26.3,31027.0
20,4,262,27.3,31784.0
21,4,262,27.5,32140.0
22,4,262,26.4,32564.0
23,4,262,25.7,32268.0
0,5,263,24.8,33182.0
1,5,263,23.8,34410.0
2,5,263,22.3,34952.0
3,5,263,21.5,34604.0
4,5,263,21.1,33551.0
5,5,263,20.5,32549.0
6,5,263,20.2,31696.0
7,5,263,19.7,30307.0
8,5,263,19.2,28316.0
9,5,263,19.1,26968.0
10,5,263,19.1,25481.0
11,5,263,18.9,24310.0
12,5,263,18.7,23713.0
13,5,263,18.5,23237.0
14,5,263,18.5,23451.0
15,5,263,19.0,23762.0
16,5,263,20.3,24711.0
17,5,263,22.5,27693.0
18,5,263,24.6,28936.0
19,5,263,26.3,29107.0
20,5,263,27.4,28961.0
21,5,263,27.8,29059.0
22,5,263,27.7,28584.0
23,5,263,27.1,29316.0
0,6,264,25.8,31198.0
1,6,264,23.6,32202.0
2,6,264,22.0,33302.0
3,6,264,21.1,33067.0
4,6,264,20.4,32039.0
5,6,264,19.7,31205.0
6,6,264,19.3,30111.0
7,6,264,18.8,28783.0
8,6,264,18.5,27041.0
9,6,264,18.4,25931.0
10,6,264,18.3,24565.0
11,6,264,18.2,23396.0
12,6,264,18.3,22741.0
13,6,264,17.8,22152.0
14,6,264,17.3,22063.0
15,6,264,18.5,22269.0
16,6,264,19.5,23784.0
17,6,264,21.7,26302.0
18,6,264,24.1,28328.0
19,6,264,24.2,28851.0
20,6,264,24.3,28219.0
21,6,264,25.2,27486.0
22,6,264,26.7,27402.0
23,6,264,26.9,26778.0
0,0,265,27.2,27319.0
1,0,265,25.0,28397.0
2,0,265,22.9,30470.0
3,0,265,21.6,31091.0
4,0,265,21.4,31050.0
5,0,265,20.8,30388.0
6,0,265,20.1,29426.0
7,0,265,19.4,27946.0
8,0,265,19.0,26268.0
9,0,265,18.6,25206.0
10,0,265,18.2,23906.0
11,0,265,18.0,23639.0
12,0,265,17.9,23101.0
13,0,265,18.4,22884.0
14,0,265,18.8,23762.0
15,0,265,19.6,25662.0
16,0,265,20.6,26578.0
17,0,265,22.7,28006.0
18,0,265,25.1,30582.0
19,0,265,27.0,31395.0
20,0,265,28.6,31808.0
21,0,265,29.9,32619.0
22,0,265,30.0,32895.0
23,0,265,28.6,33083.0
0,1,266,26.9,34713.0
1,1,266,25.1,36141.0
2,1,266,23.7,36691.0
3,1,266,22.4,36711.0
4,1,266,21.5,35861.0
5,1,266,20.5,34570.0
6,1,266,20.1,33137.0
7,1,266,19.9,30896.0
8,1,266,19.8,28645.0
9,1,266,19.9,27440.0
10,1,266,19.7,25786.0
11,1,266,19.6,25090.0
12,1,266,19.7,24318.0
13,1,266,19.0,24110.0
14,1,266,19.1,24770.0
15,1,266,20.6,26673.0
16,1,266,22.8,28461.0
17,1,266,25.9,31161.0
18,1,266,28.9,33152.0
19,1,266,30.9,34132.0
20,1,266,32.5,34514.0
21,1,266,31.7,34835.0
22,1,266,29.9,35387.0
23,1,266,29.0,36285.0
0,2,267,26.3,37874.0
1,2,267,25.0,38749.0
2,2,267,24.3,39456.0
3,2,267,23.8,38618.0
4,2,267,23.2,37439.0
5,2,267,22.5,36401.0
6,2,267,22.5,34880.0
7,2,267,21.7,32483.0
8,2,267,21.1,30143.0
9,2,267,21.2,28725.0
10,2,267,21.0,27021.0
11,2,267,20.9,25979.0
12,2,267,20.9,25670.0
13,2,267,20.9,25012.0
14,2,267,20.7,25848.0
15,2,267,21.3,27592.0
16,2,267,23.2,29074.0
17,2,267,25.5,30540.0
18,2,267,27.8,32662.0
19,2,267,29.6,33392.0
20,2,267,30.5,34228.0
21,2,267,30.7,35003.0
22,2,267,30.1,35074.0
23,2,267,29.3,35649.0
0,3,268,27.8,35513.0
1,3,268,25.4,35943.0
2,3,268,23.8,36057.0
3,3,268,23.3,35088.0
4,3,268,22.7,34612.0
5,3,268,22.1,33310.0
6,3,268,21.5,32489.0
7,3,268,21.0,30477.0
8,3,268,20.5,28429.0
9,3,268,20.1,26982.0
10,3,268,19.8,25594.0
11,3,268,19.4,24426.0
12,3,268,19.3,23950.0
13,3,268,18.5,23753.0
14,3,268,18.3,24658.0
15,3,268,18.9,26349.0
16,3,268,20.8,27840.0
17,3,268,23.2,29252.0
18,3,268,25.3,31457.0
19,3,268,27.4,31224.0
20,3,268,29.0,31456.0
21,3,268,29.4,31226.0
22,3,268,29.2,30972.0
23,3,268,27.4,31623.0
0,4,269,26.0,31950.0
1,4,269,22.8,32493.0
2,4,269,20.9,32901.0
3,4,269,19.8,32375.0
4,4,269,19.5,31673.0
5,4,269,19.3,30979.0
6,4,269,19.1,30044.0
7,4,269,19.2,28667.0
8,4,269,19.0,26625.0
9,4,269,19.1,25603.0
10,4,269,19.1,24536.0
11,4,269,19.1,24292.0
12,4,269,19.2,24034.0
13,4,269,19.3,23456.0
14,4,269,19.4,24007.0
15,4,269,19.6,25641.0
16,4,269,20.3,26920.0
17,4,269,21.2,29313.0
18,4,269,22.0,31317.0
19,4,269,24.1,31510.0
20,4,269,25.7,31565.0
21,4,269,27.0,31062.0
22,4,269,27.6,29672.0
23,4,269,26.4,29136.0
0,5,270,24.9,29034.0
1,5,270,22.3,30070.0
2,5,270,21.6,30566.0
3,5,270,21.5,30903.0
4,5,270,20.9,30431.0
5,5,270,20.4,29943.0
6,5,270,19.9,29354.0
7,5,270,19.7,28165.0
8,5,270,19.6,26537.0
9,5,270,19.5,25461.0
10,5,270,19.4,24091.0
11,5,270,19.4,23112.0
12,5,270,19.3,22501.0
13,5,270,19.5,22480.0
14,5,270,19.4,22517.0
15,5,270,19.7,23236.0
16,5,270,20.2,24014.0
17,5,270,21.3,26699.0
18,5,270,22.4,28169.0
19,5,270,23.9,28711.0
20,5,270,25.6,28426.0
21,5,270,26.1,27758.0
22,5,270,26.9,27779.0
23,5,270,26.3,26763.0
0,6,271,24.9,26962.0
1,6,271,23.1,26813.0
2,6,271,22.2,27891.0
3,6,271,21.4,28451.0
4,6,271,20.8,28456.0
5,6,271,20.5,28048.0
6,6,271,20.0,27383.0
7,6,271,19.6,26371.0
8,6,271,19.4,25044.0
9,6,271,19.1,24205.0
10,6,271,18.6,23039.0
11,6,271,18.3,22255.0
12,6,271,18.1,21909.0
13,6,271,20.5,21550.0
14,6,271,20.4,21607.0
15,6,271,20.8,21790.0
16,6,271,21.6,22535.0
17,6,271,22.6,25464.0
18,6,271,23.6,27260.0
19,6,271,25.3,27689.0
20,6,271,26.9,28220.0
21,6,271,27.9,26897.0
22,6,271,27.3,26077.0
23,6,271,26.0,25330.0
0,0,272,24.9,25298.0
1,0,272,23.1,26559.0
2,0,272,21.7,27533.0
3,0,272,21.3,28579.0
4,0,272,21.0,28629.0
5,0,272,20.5,28103.0
6,0,272,20.0,27328.0
7,0,272,19.6,25991.0
8,0,272,19.1,24673.0
9,0,272,18.7,23899.0
10,0,272,18.3,23142.0
11,0,272,18.1,22879.0
12,0,272,17.8,22570.0
13,0,272,17.4,22248.0
14,0,272,17.1,23155.0
15,0,272,18.6,25031.0
16,0,272,20.7,26874.0
17,0,272,22.7,29284.0
18,0,272,24.9,30213.0
19,0,272,26.7,30344.0
20,0,272,27.9,30184.0
21,0,272,27.8,30853.0
22,0,272,26.9,30606.0
23,0,272,25.8,30339.0
0,1,273,24.6,30691.0
1,1,273,21.9,30357.0
2,1,273,21.1,30877.0
3,1,273,20.5,30965.0
4,1,273,19.9,30653.0
5,1,273,19.5,29664.0
6,1,273,19.1,28631.0
7,1,273,19.1,27219.0
8,1,273,18.9,25384.0
9,1,273,18.4,24579.0
10,1,273,18.7,23789.0
11,1,273,18.8,23383.0
12,1,273,18.7,23145.0
13,1,273,18.5,22979.0
14,1,273,18.4,23757.0
15,1,273,18.8,25730.0
16,1,273,20.2,27074.0
17,1,273,21.8,29412.0
18,1,273,23.4,30779.0
19,1,273,24.5,29914.0
20,1,273,25.6,29555.0
21,1,273,26.2,29237.0
22,1,273,25.7,29714.0
23,1,273,24.7,29664.0
0,2,274,24.1,29650.0
1,2,274,22.7,29801.0
2,2,274,21.3,29959.0
3,2,274,20.6,30466.0
4,2,274,19.9,30095.0
5,2,274,19.5,29504.0
6,2,274,19.2,28673.0
7,2,274,19.2,27275.0
8,2,274,18.8,25530.0
9,2,274,18.3,24832.0
10,2,274,18.0,23936.0
11,2,274,17.9,23837.0
12,2,274,17.0,23304.0
13,2,274,16.7,22582.0
14,2,274,16.5,23428.0
15,2,274,18.0,25130.0
16,2,274,20.0,26573.0
17,2,274,22.0,29171.0
18,2,274,23.6,31102.0
19,2,274,25.7,30899.0
20,2,274,27.0,30295.0
21,2,274,27.4,29519.0
22,2,274,26.9,29328.0
23,2,274,25.7,29674.0
0,3,275,24.2,29953.0
1,3,275,22.5,30119.0
2,3,275,21.2,30285.0
3,3,275,20.4,31123.0
4,3,275,19.9,30832.0
5,3,275,19.4,29624.0
6,3,275,19.0,28832.0
7,3,275,18.6,27397.0
8,3,275,18.1,25730.0
9,3,275,17.8,25015.0
10,3,275,17.2,23924.0
11,3,275,16.8,23587.0
12,3,275,16.3,23127.0
13,3,275,15.9,22917.0
14,3,275,15.6,23598.0
15,3,275,17.2,25245.0
16,3,275,19.1,26441.0
17,3,275,21.5,27975.0
18,3,275,23.4,29670.0
19,3,275,25.6,29641.0
20,3,275,26.9,29568.0
21,3,275,27.9,29091.0
22,3,275,27.8,29564.0
23,3,275,26.9,29811.0
0,4,276,24.9,29596.0
1,4,276,23.2,29602.0
2,4,276,22.2,29963.0
3,4,276,21.5,30580.0
4,4,276,20.6,30297.0
5,4,276,19.9,29321.0
6,4,276,19.8,28789.0
7,4,276,19.4,27629.0
8,4,276,19.0,25612.0
9,4,276,18.7,24732.0
10,4,276,18.4,23696.0
11,4,276,18.2,23012.0
12,4,276,18.2,23061.0
13,4,276,17.9,22741.0
14,4,276,17.9,23823.0
15,4,276,18.6,25179.0
16,4,276,20.0,26177.0
17,4,276,20.6,27725.0
18,4,276,21.4,29335.0
19,4,276,23.1,29450.0
20,4,276,25.0,29728.0
21,4,276,25.9,29371.0
22,4,276,25.6,28887.0
23,4,276,24.3,28479.0
0,5,277,23.5,27483.0
1,5,277,22.5,27088.0
2,5,277,21.0,27405.0
3,5,277,20.0,28230.0
4,5,277,19.3,27996.0
5,5,277,19.0,27315.0
6,5,277,18.5,26748.0
7,5,277,17.9,25752.0
8,5,277,18.7,24486.0
9,5,277,17.9,24030.0
10,5,277,16.7,22755.0
11,5,277,15.8,22106.0
12,5,277,15.1,21458.0
13,5,277,15.5,21097.0
14,5,277,15.3,21482.0
15,5,277,16.5,22214.0
16,5,277,18.3,22628.0
17,5,277,20.1,23513.0
18,5,277,21.9,24161.0
19,5,277,23.6,23343.0
20,5,277,25.4,22784.0
21,5,277,26.7,22557.0
22,5,277,27.3,22482.0
23,5,277,25.9,21708.0
0,6,278,23.7,22588.0
1,6,278,22.3,23603.0
2,6,278,20.9,25113.0
3,6,278,19.9,26796.0
4,6,278,19.2,26744.0
5,6,278,18.6,26061.0
6,6,278,18.2,25603.0
7,6,278,17.8,24432.0
8,6,278,17.6,23218.0
9,6,278,17.2,22525.0
10,6,278,16.9,21564.0
11,6,278,16.4,20971.0
12,6,278,16.9,20353.0
13,6,278,15.8,20197.0
14,6,278,15.3,20575.0
15,6,278,17.0,20769.0
16,6,278,19.0,21323.0
17,6,278,20.9,22436.0
18,6,278,22.5,23504.0
19,6,278,24.7,23375.0
20,6,278,26.4,23820.0
21,6,278,27.5,23781.0
22,6,278,27.5,23815.0
23,6,278,26.8,23221.0
0,0,279,25.2,23117.0
1,0,279,22.4,24161.0
2,0,279,20.4,26301.0
3,0,279,19.6,28013.0
4,0,279,19.1,28025.0
5,0,279,18.8,27122.0
6,0,279,18.6,26302.0
7,0,279,18.2,24917.0
8,0,279,17.7,23515.0
9,0,279,17.1,22522.0
10,0,279,16.5,21440.0
11,0,279,16.0,20750.0
12,0,279,15.6,20511.0
13,0,279,15.3,21279.0
14,0,279,15.3,21851.0
15,0,279,16.4,23723.0
16,0,279,17.8,25226.0
17,0,279,20.0,27590.0
18,0,279,21.0,28718.0
19,0,279,24.2,28243.0
20,0,279,26.4,28437.0
21,0,279,27.7,27612.0
22,0,279,27.6,26957.0
23,0,279,26.0,27140.0
0,1,280,23.6,27702.0
1,1,280,21.4,28528.0
2,1,280,19.8,29693.0
3,1,280,19.1,30600.0
4,1,280,18.8,30173.0
5,1,280,18.6,28903.0
6,1,280,18.2,27890.0
7,1,280,17.9,26087.0
8,1,280,17.3,24438.0
9,1,280,16.6,23577.0
10,1,280,16.0,22474.0
11,1,280,15.8,22138.0
12,1,280,15.6,21834.0
13,1,280,15.4,21339.0
14,1,280,15.3,22359.0
15,1,280,15.4,24220.0
16,1,280,15.8,25657.0
17,1,280,17.9,28156.0
18,1,280,20.4,28911.0
19,1,280,23.2,28631.0
20,1,280,25.2,28587.0
21,1,280,26.5,27713.0
22,1,280,26.7,27120.0
23,1,280,25.8,27888.0
0,2,281,23.4,27935.0
1,2,281,21.3,28722.0
2,2,281,19.4,29935.0
3,2,281,18.5,30811.0
4,2,281,18.4,30384.0
5,2,281,18.2,29028.0
6,2,281,17.7,27978.0
7,2,281,17.0,26381.0
8,2,281,16.5,24511.0
9,2,281,16.0,23670.0
10,2,281,15.6,22733.0
11,2,281,15.3,22199.0
12,2,281,15.1,22229.0
13,2,281,15.2,22377.0
14,2,281,15.1,22422.0
15,2,281,15.6,24642.0
16,2,281,16.3,25680.0
17,2,281,18.9,27445.0
18,2,281,20.9,30236.0
19,2,281,23.6,30490.0
20,2,281,24.9,29652.0
21,2,281,25.4,28250.0
22,2,281,24.9,27382.0
23,2,281,24.2,26716.0
0,3,282,23.2,26782.0
1,3,282,21.1,27195.0
2,3,282,19.6,28588.0
3,3,282,18.8,29222.0
4,3,282,18.3,28939.0
5,3,282,17.9,27964.0
6,3,282,17.1,27102.0
7,3,282,16.5,25890.0
8,3,282,15.9,24101.0
9,3,282,15.4,23407.0
10,3,282,15.2,22557.0
11,3,282,14.7,22079.0
12,3,282,14.6,21733.0
13,3,282,14.2,21920.0
14,3,282,13.7,22199.0
15,3,282,15.2,24316.0
16,3,282,17.8,25132.0
17,3,282,20.9,26179.0
18,3,282,24.0,28513.0
19,3,282,26.7,28616.0
20,3,282,27.7,28068.0
21,3,282,29.5,26902.0
22,3,282,30.1,26732.0
23,3,282,29.0,26590.0
0,4,283,27.3,26826.0
1,4,283,25.4,26975.0
2,4,283,23.7,28212.0
3,4,283,23.1,29122.0
4,4,283,22.2,29285.0
5,4,283,20.9,28236.0
6,4,283,20.3,27545.0
7,4,283,20.0,26072.0
8,4,283,19.9,24452.0
9,4,283,19.6,23837.0
10,4,283,19.1,22935.0
11,4,283,19.2,22239.0
12,4,283,19.4,22214.0
13,4,283,18.6,22197.0
14,4,283,18.6,22903.0
15,4,283,20.4,24363.0
16,4,283,22.9,25285.0
17,4,283,26.0,25278.0
18,4,283,29.1,26435.0
19,4,283,29.6,27448.0
20,4,283,31.0,27352.0
21,4,283,26.5,27219.0
22,4,283,25.3,26799.0
23,4,283,26.2,27107.0
0,5,284,27.1,27534.0
1,5,284,25.5,28332.0
2,5,284,26.0,29183.0
3,5,284,25.3,29724.0
4,5,284,24.7,29317.0
5,5,284,23.8,28581.0
6,5,284,22.5,27939.0
7,5,284,21.7,27103.0
8,5,284,20.5,25199.0
9,5,284,20.1,24047.0
10,5,284,19.5,22884.0
11,5,284,19.1,22048.0
12,5,284,18.7,21331.0
13,5,284,17.4,21545.0
14,5,284,16.2,21171.0
15,5,284,17.2,21908.0
16,5,284,19.6,22240.0
17,5,284,22.5,23049.0
18,5,284,24.2,24077.0
19,5,284,26.2,24331.0
20,5,284,27.9,24605.0
21,5,284,28.8,24575.0
22,5,284,28.9,24157.0
23,5,284,28.0,24452.0
0,6,285,26.1,24895.0
1,6,285,24.3,24788.0
2,6,285,23.1,25606.0
3,6,285,22.3,26366.0
4,6,285,21.3,26722.0
5,6,285,20.3,25759.0
6,6,285,18.9,25111.0
7,6,285,17.8,24261.0
8,6,285,16.9,22966.0
9,6,285,16.4,22141.0
10,6,285,15.9,21238.0
11,6,285,15.5,20761.0
12,6,285,16.1,20459.0
13,6,285,15.3,20148.0
14,6,285,14.6,20046.0
15,6,285,15.0,20847.0
16,6,285,17.0,20843.0
17,6,285,19.2,22261.0
18,6,285,20.9,24054.0
19,6,285,23.7,24150.0
20,6,285,25.4,23419.0
21,6,285,26.9,22459.0
22,6,285,27.5,22458.0
23,6,285,27.0,22471.0
0,0,286,24.3,22111.0
1,0,286,22.1,22992.0
2,0,286,20.5,24818.0
3,0,286,19.3,25970.0
4,0,286,18.6,26144.0
5,0,286,18.0,25446.0
6,0,286,17.4,24702.0
7,0,286,17.1,23581.0
8,0,286,16.3,22071.0
9,0,286,16.1,21718.0
10,0,286,16.0,20981.0
11,0,286,15.9,20461.0
12,0,286,16.4,20288.0
13,0,286,16.4,20735.0
14,0,286,16.5,21227.0
15,0,286,16.6,22943.0
16,0,286,17.7,24344.0
17,0,286,19.4,26547.0
18,0,286,20.0,26523.0
19,0,286,21.3,27311.0
20,0,286,22.1,27451.0
21,0,286,21.9,27732.0
22,0,286,22.3,27609.0
23,0,286,21.4,27215.0
0,1,287,19.8,26308.0
1,1,287,18.7,26007.0
2,1,287,17.8,26080.0
3,1,287,17.5,26782.0
4,1,287,16.7,26760.0
5,1,287,16.1,26055.0
6,1,287,15.7,25242.0
7,1,287,15.3,24185.0
8,1,287,15.4,22857.0
9,1,287,15.8,22184.0
10,1,287,15.6,21482.0
11,1,287,15.3,21096.0
12,1,287,14.9,20967.0
13,1,287,14.5,21017.0
14,1,287,14.4,21814.0
15,1,287,14.5,23696.0
16,1,287,15.0,25113.0
17,1,287,15.3,25856.0
18,1,287,14.6,25930.0
19,1,287,14.3,26548.0
20,1,287,14.9,26578.0
21,1,287,15.8,27459.0
22,1,287,16.3,27708.0
23,1,287,16.9,28386.0
0,2,288,16.3,27997.0
1,2,288,15.8,26461.0
2,2,288,14.7,25218.0
3,2,288,14.0,25953.0
4,2,288,13.5,26035.0
5,2,288,13.2,25384.0
6,2,288,12.7,24810.0
7,2,288,13.3,23812.0
8,2,288,13.3,22661.0
9,2,288,13.2,22020.0
10,2,288,12.5,21388.0
11,2,288,12.2,21137.0
12,2,288,12.7,21087.0
13,2,288,11.5,20616.0
14,2,288,11.1,21076.0
15,2,288,12.4,23348.0
16,2,288,14.5,24582.0
17,2,288,16.4,25389.0
18,2,288,17.7,26576.0
19,2,288,18.7,26837.0
20,2,288,19.5,26918.0
21,2,288,19.9,25901.0
22,2,288,19.5,25594.0
23,2,288,18.7,25487.0
0,3,289,18.1,24610.0
1,3,289,16.7,23559.0
2,3,289,15.3,24240.0
3,3,289,14.4,25630.0
4,3,289,13.5,26059.0
5,3,289,12.9,25262.0
6,3,289,12.2,25048.0
7,3,289,12.3,23759.0
8,3,289,12.1,22537.0
9,3,289,11.5,22319.0
10,3,289,10.9,21387.0
11,3,289,10.3,20555.0
12,3,289,9.8,20405.0
13,3,289,9.7,20643.0
14,3,289,9.4,21614.0
15,3,289,10.6,23412.0
16,3,289,13.7,24763.0
17,3,289,15.9,25984.0
18,3,289,18.5,26764.0
19,3,289,20.4,25941.0
20,3,289,21.8,26077.0
21,3,289,22.8,26079.0
22,3,289,23.2,25167.0
23,3,289,22.7,24717.0
0,4,290,21.9,24197.0
1,4,290,19.5,23232.0
2,4,290,18.0,24908.0
3,4,290,17.1,26484.0
4,4,290,15.8,26640.0
5,4,290,14.3,25906.0
6,4,290,13.4,25080.0
7,4,290,13.3,24054.0
8,4,290,12.9,22706.0
9,4,290,12.4,21928.0
10,4,290,11.8,20991.0
11,4,290,11.0,20668.0
12,4,290,10.5,20519.0
13,4,290,10.1,20225.0
14,4,290,10.0,21243.0
15,4,290,11.1,23474.0
16,4,290,15.1,24549.0
17,4,290,18.3,25196.0
18,4,290,21.2,26582.0
19,4,290,23.3,26791.0
20,4,290,25.0,26055.0
21,4,290,26.0,25462.0
22,4,290,25.8,24885.0
23,4,290,24.7,24352.0
0,5,291,23.1,24228.0
1,5,291,21.0,24552.0
2,5,291,20.5,26117.0
3,5,291,19.1,26777.0
4,5,291,16.7,26747.0
5,5,291,15.0,25749.0
6,5,291,14.8,25321.0
7,5,291,14.6,24142.0
8,5,291,14.2,23097.0
9,5,291,13.4,22584.0
10,5,291,12.7,21604.0
11,5,291,12.6,20868.0
12,5,291,12.8,20288.0
13,5,291,12.0,20135.0
14,5,291,11.7,20550.0
15,5,291,13.7,21343.0
16,5,291,17.4,21987.0
17,5,291,20.3,24098.0
18,5,291,23.2,25492.0
19,5,291,25.7,24514.0
20,5,291,27.3,24515.0
21,5,291,28.2,24239.0
22,5,291,28.8,24296.0
23,5,291,28.5,23237.0
0,6,292,27.7,23096.0
1,6,292,23.6,23710.0
2,6,292,21.5,25323.0
3,6,292,20.6,26200.0
4,6,292,19.3,25939.0
5,6,292,17.2,25087.0
6,6,292,15.6,24370.0
7,6,292,15.6,23538.0
8,6,292,15.7,22472.0
9,6,292,16.4,22102.0
10,6,292,16.7,21114.0
11,6,292,16.6,20296.0
12,6,292,18.2,19978.0
13,6,292,16.9,19713.0
14,6,292,16.3,19806.0
15,6,292,16.8,20356.0
16,6,292,18.7,20812.0
17,6,292,20.2,22883.0
18,6,292,22.3,24145.0
19,6,292,24.3,23922.0
20,6,292,26.0,24575.0
21,6,292,27.3,24532.0
22,6,292,27.9,22690.0
23,6,292,27.2,22951.0
0,0,293,24.8,22981.0
1,0,293,21.7,23563.0
2,0,293,20.3,25927.0
3,0,293,19.5,26729.0
4,0,293,18.8,26627.0
5,0,293,17.9,25683.0
6,0,293,16.5,25021.0
7,0,293,16.2,23831.0
8,0,293,16.3,22197.0
9,0,293,16.4,21879.0
10,0,293,16.2,21748.0
11,0,293,15.8,21385.0
12,0,293,16.1,21289.0
13,0,293,15.2,20529.0
14,0,293,14.3,21674.0
15,0,293,15.0,24063.0
16,0,293,17.3,25101.0
17,0,293,19.5,26406.0
18,0,293,22.2,28202.0
19,0,293,24.9,27656.0
20,0,293,26.9,27510.0
21,0,293,28.1,26804.0
22,0,293,28.7,25461.0
23,0,293,28.4,24836.0
0,1,294,26.7,25212.0
1,1,294,23.2,26871.0
2,1,294,21.1,28635.0
3,1,294,20.1,29024.0
4,1,294,19.1,28364.0
5,1,294,17.7,27229.0
6,1,294,16.4,26186.0
7,1,294,16.5,24973.0
8,1,294,16.5,23347.0
9,1,294,16.2,22440.0
10,1,294,16.5,22014.0
11,1,294,16.6,21462.0
12,1,294,16.6,20984.0
13,1,294,15.4,21144.0
14,1,294,15.4,21888.0
15,1,294,16.2,23942.0
16,1,294,18.6,25039.0
17,1,294,20.2,26830.0
18,1,294,22.1,28040.0
19,1,294,25.2,27655.0
20,1,294,27.6,28179.0
21,1,294,27.5,26556.0
22,1,294,26.0,26191.0
23,1,294,24.2,26401.0
0,2,295,23.0,26615.0
1,2,295,20.6,26626.0
2,2,295,19.4,27380.0
3,2,295,18.5,28200.0
4,2,295,17.6,28196.0
5,2,295,17.3,27072.0
6,2,295,16.5,26435.0
7,2,295,17.0,25068.0
8,2,295,16.0,23397.0
9,2,295,15.2,22532.0
10,2,295,14.6,21629.0
11,2,295,14.0,21672.0
12,2,295,14.0,21756.0
13,2,295,14.2,21424.0
14,2,295,14.7,21762.0
15,2,295,15.7,23854.0
16,2,295,16.5,25394.0
17,2,295,17.7,26146.0
18,2,295,19.1,27217.0
19,2,295,21.4,27387.0
20,2,295,22.9,28038.0
21,2,295,23.5,27291.0
22,2,295,22.7,27906.0
23,2,295,21.8,29785.0
0,3,296,20.9,28950.0
1,3,296,19.5,26185.0
2,3,296,18.5,26461.0
3,3,296,18.0,27176.0
4,3,296,17.3,27072.0
5,3,296,16.6,25917.0
6,3,296,16.0,25761.0
7,3,296,15.8,24461.0
8,3,296,15.4,23044.0
9,3,296,14.9,22597.0
10,3,296,14.5,21920.0
11,3,296,14.1,21348.0
12,3,296,13.6,20859.0
13,3,296,13.5,20971.0
14,3,296,13.4,21866.0
15,3,296,14.0,24074.0
16,3,296,15.5,24951.0
17,3,296,17.2,26530.0
18,3,296,18.6,28194.0
19,3,296,20.8,27160.0
20,3,296,22.8,26949.0
21,3,296,24.4,26427.0
22,3,296,25.0,26495.0
23,3,296,24.7,26284.0
0,4,297,23.0,26030.0
1,4,297,20.7,25221.0
2,4,297,18.8,26207.0
3,4,297,17.8,26895.0
4,4,297,17.2,26829.0
5,4,297,16.7,25848.0
6,4,297,16.1,25224.0
7,4,297,15.9,24040.0
8,4,297,15.6,22587.0
9,4,297,15.4,22020.0
10,4,297,15.2,21161.0
11,4,297,14.6,21025.0
12,4,297,14.8,20669.0
13,4,297,13.8,20604.0
14,4,297,13.9,21415.0
15,4,297,14.9,23435.0
16,4,297,17.2,24686.0
17,4,297,19.6,25842.0
18,4,297,22.0,27730.0
19,4,297,24.3,27404.0
20,4,297,26.4,26777.0
21,4,297,27.7,26122.0
22,4,297,27.8,26382.0
23,4,297,25.8,26515.0
